movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteIncrease;RelativeIncrease
the-prince-of-egypt;8;Jacob;/user/Jacob;Mar 23, 2013;"[ ""The Prince of Egypt is an enjoyable film. While it may lack the numerous characters and complex story that Ten Commandments has or the talent of Charles Heston as Moses, the film does offer some awesome music and epic moments that Ten Commandments does not have. This is a film that I think people will enjoy just as long as they do not compare it to the Ten Commandents. It is an enjoyable film that I will probably see again in the near future."" ]";1;2;1;1;0;0.0
back-to-the-future;8;Jacob;/user/Jacob;Mar 14, 2014;[];0;0;0;0;0;0.0
antz;8;Jacob;/user/Jacob;May 24, 2013;"[ ""Overall I really like Antz. For a first film this is really good. What makes this film stand out is the fact that the film takes its audience seriously and does not dumb itself down for the sake of appealing to kiddies. The film is gritty and has interesting message. Plus, it has likeable, interesting, and realistic characters who while insects are human in their personality. This film showed the world what Dreamworks could do that Disney and Pixar did not at the time. They were not afraid to make something edgy and was more for kids than adults. This film has great writing and sophistication that puts it above a lot of animated films both at the time and even today, including some of Dreamworks’ recent films. As a result, Antz is a great flick that I highly recommend checking out. As you get older and older you develop a greater appreciation for it and I am definitely going to see it again in the future."" ]";1;1;1;0;0;0.0
the-lord-of-the-rings-the-fellowship-of-the-ring;8;Jacob;/user/Jacob;Jan  5, 2013;"[ ""Overall, the Fellowship of the Ring is a good film. It takes book and adapts it well to film with only one scene being done wrong, which is a lot better than the Harry Potter films. The pacing is good. This film needed to be long for the scenes to be fleshed out the way they did. Unlike the Hobbit at no point did I feel like the film was dragging until after Moria but I did not like that bit in the book anyway. I"" ]";0;1;0;1;0;0.0
the-dark-knight;8;Jacob;/user/Jacob;Dec 22, 2012;"[ ""I will admit The Dark Knight is a tough film to get into. The story is complicated especially for a film based on a comic book. The beginning is information overload and could turn some people off. However, once the Joker shows up and chaos ensues the film really picks up. You get into the story, which is great. The film is enhanced by some great performances especially by Heath Leadger. While some of the acting could have been better it is still good and nothing terrible. The story is lengthy and may have benefited from being two films; but it did not bother me as much the second time. The further you get into the film the better it gets. Overall, The Dark Knight is not just a great superhero movie but a great film. It has a deep story, good characters, and some nice filming to top it of. If you have not seen this film yet check it out its great. You do not have to like Batman to enjoy this film. It is an interesting take on some well-known characters and I love it. I enjoyed the Dark Knight a lot the second time around and I am probably going to see it again in the future multiple times."" ]";0;1;0;1;0;0.0
shrek;8;Jacob;/user/Jacob;Jun  5, 2013;"[ ""While Shrek may not make laugh anymore still has lots of things to keep my interest. I like the characters and their relationship. The film starizes fairy tales, Disney films in particular, taking a story that has been done to death and doing something new with it.  Top that off with some nice animation and music and you have a strong film. If you have not seen this film yet check it out all the stuff I mentioned plus the humor make for enjoyable film that you will be glad you saw. There is a reason why this film spawned three sequels and a spin off. Shrek is one of Dreamworks’ finest."", """", ""Final Score: 75/100"" ]";0;0;0;0;0;0.0
the-muppet-movie;8;Jacob;/user/Jacob;Mar 17, 2014;"[ ""Almost 35 years later and this film still holds up really well. There is not much a story here but there doesn’t need to be. The characters in this movie are likeable and have a lot of charm, which make the film entertaining. Plus, the songs are pretty good. It may be different from the show but I think fans of the Muppets will be happy to see their favorite characters on the big screen. If you are fan of the Muppets definitely check this out as this a film with a lot of heart and charm."" ]";0;0;0;0;0;0.0
fight-club;8;Jacob;/user/Jacob;May 14, 2013;"[ ""Fight Club is a great film. It is well made with its interesting characters, fascinating story with a cool/shocking twist, and some interesting ideas about are society are put forth. Only people I can think who would not appreciate this movie are people who are squeamish and whose minds lack the ability to grasp an intricate story (so no little kids). This film is for an older crowd.  So overall, I really enjoyed this movie. It kept me engaged, surprised, shocked, and made me think. It is really well made and I will definitely see it a couple more times in the future. With more viewings this film will probably only get better and better."" ]";1;1;1;0;0;0.0
iron-man;8;Jacob;/user/Jacob;May 12, 2015;"[ ""Surprisingly Iron Man is great. The film takes a secondary comic book character and makes him awesome. The film focuses Tony Stark not Iron Man showing him going through a redemption story and he is fun to watch. The action is great and the film manages to avoid the excessive goofyness and seriousness that has plagued earlier comic-book films. The focus on characters over action makes it easy to forget that this is a comic-book movie. Iron Man is a fun stand alone summer-blockbuster and the end credits scene adds a nice bonus as its part of a bigger story."" ]";0;0;0;0;0;0.0
good-will-hunting;8;Jacob;/user/Jacob;Oct 27, 2014;"[ ""Good Will Hunting is pretty good. The story is predictable but what makes it enjoyable are the characters, the acting, and the relationships (particularly Will’s relationship with Williams’ character as well as his relationship with Ben Affleck’s character). It’s a nice feel good movie. My only issues come from the last third/fourth of the movie where we have to sit through a lot of arguing as well as moping and doping even though its obvious that the film will end on a happy note and what that note will be specifically. Since this is a Robin Williams movie where he plays a teacher that inspires a pupil, I feel its fair to compare it to Dead Poet’s Society, which is a better film. I found the arc of the students’ in that film to be far more interesting and I like how the happy ending comes at the cost of some tragedy. Additionally, that film was not as predictable. With all that said though I still enjoy Good Will Hunting it’s a heart-warming film with a good message that pulls at your heart strings. It makes you laugh and cry as well as remember a time when cell phones did not exist and the Dunkin Donuts logo looked different. It is cliché and predictable but I’m willing to overlook it because the characters are likeable and the relationships are fantastic especially in the first half (second half/third is where the clichés fall in). This is definitely a movie that everyone should see at least once in their life."" ]";0;0;0;0;0;0.0
gran-torino;8;Jacob;/user/Jacob;Apr 21, 2014;[];0;0;0;0;0;0.0
inception;8;Jacob;/user/Jacob;Oct 30, 2014;"[ ""Often when I watch a film I’m often taken out if it by major issues I have with the film from characters and story but this isn’t the case. Every problem I have with this film is minor and/or can easily be overlooked. The film has an original concept that leads to some fantastic action scenes and an amazing climax. Leonardo DiCapprio embodies the character he plays to the point when I’m not thinking to myself that’s Leonardo DiCapprio that’s the Inception character. The score and direction are great. Most of the characters don’t have much too them and the score is a little too much like Dark Knight and is overshadowed by the wakeup music but those are issues that I can easily overlook. It is rare that I can just sitback and enjoy a film without thinking of critiques, the score I’ll give it, etc because Inception has microscopic problems. This film is awesome it blew me away and truly ranks as not just a great film for Nolan to add to his resume but one of the greatest films out there. I loved watching this movie and I can’t wait to see it again. With more and more viewings this could become one of my favorite movies. With Nolan having a film this awesome under his belt I cannot wait for Interstellar because films like this prove how awesome of a filmmaker he is. Then again with Nolan setting the bar so why the question is raised how do you top that. Regardless Inception is amazing brilliant concept, brilliant direction, brilliant acting. See this film if you haven’t already."" ]";0;0;0;0;0;0.0
star-trek;8;Jacob;/user/Jacob;May 12, 2013;"[ ""So overall I really liked Star Trek. While it does not offer much in terms of ideology or great films it is a lot of fun. It has the same characters you know and love with a little twist, it is fast paced, has some good action, and is a lot of fun to watch. This is a film that will appeal to both casual movie goers and Star Trek fans alike. If you have not seen the movie yet check it out because I think that you will really like it. Star Trek (2009) is a great film that does a good job setting up the characters and I cannot wait to see what happens to them in Star Trek Into Darkness. When the film ended I wanted to see more of these characters and thankfully after four years of waiting the sequel is finally coming out. Abrams you have a really good first film under your belt and if you screw up the sequel I will be really pissed off. Hopefully Star Trek (2009) is the start of a great new franchise of Star Trek films."" ]";0;1;0;1;0;0.0
megamind;8;Jacob;/user/Jacob;Jul 31, 2012;"[ ""When I first saw the trailer for Megamind I thought to myself this looks pretty funny. When the movie started up I thought to myself this might be ok. After sitting through Megmanid let me tell that this is how you make a good movie."", """", ""Megamind follows the story of Megamind I super villain who defeats his arch nemesis and the rest of the movie is about what happens afterwards. Now what makes Megamind a great movie is that it takes a story I"" ]";0;0;0;0;0;0.0
the-kings-speech;8;Jacob;/user/Jacob;May 12, 2013;"[ ""Overall “The King’s Speech” is a great movie. The story is entertaining and the actors do a fantastic job bringing the characters to life. When you bring in the fact that this movie is based off of a true story you have the stage set for a great movie that truly deserves some attention. The lighting, camera work, and costumes help contribute to the setting and create a wonderful environment. All of these elements are the reason why I enjoyed “The Kings Speech” it didn’t pull my heartstrings but it kept me entertained and it will do the same for you."" ]";0;0;0;0;0;0.0
looper;8;Jacob;/user/Jacob;Jan  8, 2014;"[ ""Despite some pacing issues in the second half and me seeing the lead actors and not their characters, Looper was pretty entertaining. The story is exciting and engaging with interesting morals, the characters are interesting, and the film is shot well. If you want a good fim to watch go check this one out it is pretty good."" ]";0;0;0;0;0;0.0
drive;8;Jacob;/user/Jacob;Sep 17, 2016;"[ ""Drive provides an experience unlike any other. Throughout little dialogue we see a good man do terrible things to do something good. All to protect the innocent and in the process destroying himself. All the while atmosphere is created and visuals convey the mood and character quite nicely. This isn’t a film for those expecting some dumb action movie this a film about character and atmosphere and those who appreciate that will love this movie as I did."" ]";0;0;0;0;0;0.0
blue-jasmine;8;Jacob;/user/Jacob;May 28, 2014;"[ ""This is a well made film. The story is well constructed and well written. The directing is good. The highlight of the film is Cate Blancett's performance. The character is interesting and relatable enough as it is but Cate's performance makes it even better. Cate does a wonderful job with the material given to her especially when she has to get angry and/or upset. Defintely deserved her Oscar nomination for Best Actress. Film buffs and adults should definitely check this one out. Everyone else see if you want but you may be bored."" ]";0;0;0;0;0;0.0
12-years-a-slave;8;Jacob;/user/Jacob;Mar  8, 2014;"[ ""The film is lengthy and it did lose me about halfway/three-fourths of the way win but when it had me it had me by the balls. At its best this film is amazing providing one of the most engaging, emotional, and powerful films to come out this year. This movie is a must watch for any film buff. Filmmaking can be an art and with some excellent cinematography you can create some powerful moments and this film does that."" ]";1;1;1;0;0;0.0
the-imitation-game;8;Jacob;/user/Jacob;Jan 13, 2015;"[ ""The Imitation Game isn’t just a film about breaking codes but a man’s struggle between logic and emotion, man vs. machine, and above all else dealing with being different. This personal story allowed me to get invested in the film in a way that I couldn’t’ have otherwise. Alan Tuning’s story is one that I was able to relate to with Bennedict Cumberbatch doing a wonderful job portraying the character. Along with this gripping story the film also has the intense conflict of the codebreaking, is well acted, and well shot. I would highly recommend this film to everyone especially anyone who felt like the black sheep growing up. Don’t be surprised if you find yourself on the screen and bring some tissues if you are emotional its not a happy story and if you are sensitive you will probably shed a tear. Happy this film is getting Oscar buzz and wish it the best of luck at the Oscars as it deserves all the recognition it can get. As for Cumberbatch I hope this if the first of many excellent films eh will star in."" ]";2;4;2;2;0;0.0
gravity;8;Jacob;/user/Jacob;Oct  4, 2013;"[ ""Overall this was a great film one of if not the best of the year. Even without the #D the presentation, atmosphere, and characters more than make up for it. This is a must see movie. You will be engaged the whole time. The great cinemphotography goes a long way in making not just a movie but also an experience."" ]";0;1;0;1;0;0.0
interstellar;8;Jacob;/user/Jacob;Nov  9, 2014;"[ ""Yes Interstellar is a stellar movie. Like Inception the film takes cool scientific concept and does some interesting things with it. The story is engaging and suspenseful even if you can predict it. The film is long but it allows you to feel the length of the journey and let the characters breath. The stand out is the presentation with the film being beautiful to look at and is a must see on the big screen and/or IMAX (definitely IMAX!). Its not as good as The Dark Knight or Inception. The film is a little too long (dragging a lot in the first hour), the ending reveal is a little predictable, and the film doesn’t make you think as much as the others. Honestly, though its still a really good film in what has been for Nolan a great track record. See this movie while its in theaters as this is one you don’t want to miss. Although turn up your hearing aids for the first hour or so because Matthew’s character has quieter whispers than Batman in the Dark Knight films."" ]";5;10;5;5;0;0.0
mr-holmes;8;Jacob;/user/Jacob;Jan  1, 2016;"[ ""Mr. Holmes is a unique take on Sherlock. There may not be much excitement and this may be the slowest, most tranquil, and tame of the Sherlock cases but that’s what makes it interesting. The mystery of how this is the Sherlock Holmes we know in a way and why he is a beekeeper leads to a slow yet intriguing mystery. Those who want a straight up classic Sherlock Holmes story will be disappointed. Go in with an open-mind. From the trailers and advertisements it should be clear this isn’t going to be a traditional Sherlock story and if you go in knowing that it’ll be easier to accept this story for the brilliance and uniqueness that it is."" ]";0;0;0;0;0;0.0
mission-impossible---rogue-nation;8;Jacob;/user/Jacob;Jun  5, 2016;"[ ""Mission Impossible Rogue Nation continues the franchise’s seemingly impossible mission of continuing to make thrilling and exciting movies that are some how as good if not better than its predecessor. The new director does a good job at raising the stakes while still keeping the fun, set pieces, and sense of teamwork that made the fourth one such a highlight. At times, it can feel a tad overwhelming with way too many twists serving to provide an extensive runtime but that is the nature of mission impossible a nature I’m glad the franchise hasn’t lost yet."" ]";0;0;0;0;0;0.0
steve-jobs;8;Jacob;/user/Jacob;Nov 16, 2015;"[ ""If Jobs focused primarily on what Steve did Steve Jobs explores who Jobs was. The focus on evolving character dynamics in three specific moments gives this film a core the preceding version lacked. While the film was well done, its poor performance at the Box Office combined with upcoming major releases like the new Hunger Games will make it hard to find a screening of. If you are able to see Steve Jobs in theaters do so and if not be sure to watch it when it gets a Blu-ray/DVD release and don’t confuse with the inferior Jobs currently on Netflix. Not only is Steve Jobs likely to be essential Oscar homework; but it is a well constructed film that helps explain Jobs’ character in a way that Jobs doesn’t."" ]";1;4;1;3;0;0.0
black-mass;8;Jacob;/user/Jacob;Sep 19, 2015;"[ ""Black Mass is an intense film. Along with doing a good job telling and presenting the story of a gangster it serves as a redeemer for Johnny Depp. The performance given by Depp is an intense and he will hopefully get an Oscar nomination for it. If only I could say the same for Cumberbatch’s clearly fake Boston accent."" ]";2;4;2;2;0;0.0
the-danish-girl;8;Jacob;/user/Jacob;Aug 24, 2016;"[ ""The Danish Girl provides an intense exploration of transgender. REdyeme perfectly captures the struggle of someone torn between two identities at a time when transgender was a not a norm and there was no clear path. While the prevelance of such behavior makes this struggle nto as severe it is still a major and relevant part of our society. The content of this film and Redyeme’s performance make shtis a film worth seeing."" ]";0;0;0;0;0;0.0
deadpool;8;Jacob;/user/Jacob;Feb 12, 2016;"[ ""Deadpool gives people something that 20 years ago we never thought we’d get or if we did would be good a Deadpool movie. While it is a straight forward guy gets powers and revenge story it’s not about that. Fox made a bloody and uncensored Deadpool movie that did the character right and finally gave Ryan Reynolds a chance to be in something good. While some may be taken aback by how crass and violent it is, those who are fans of the character will love this film. Deadpool is a prime example of the golden age of comicbook movies that we live in. An age where anything can be made into a comic book movie and with love can be made into something fans will enjoy. Hopefully we’ll be seeing more of Deadpool in the future."" ]";4;9;4;5;0;0.0
american-hustle;9;keve16;/user/keve16;Mar 26, 2015;[];0;0;0;0;0;0.0
the-dark-knight;9;keve16;/user/keve16;Mar 26, 2015;[];1;1;1;0;0;0.0
the-pursuit-of-happyness;9;keve16;/user/keve16;Mar 26, 2015;[];0;0;0;0;0;0.0
drillbit-taylor;9;keve16;/user/keve16;Mar 26, 2015;[];0;0;0;0;0;0.0
scarface;9;keve16;/user/keve16;Mar 26, 2015;[];1;2;1;1;0;0.0
furious-7;9;JohnMasterL;/user/JohnMasterL;Apr  9, 2015;"[ ""Entretenimiento puro, divertida, repleta de acción, humor y sentimiento; con esta pelicula, James Wan nos envía un mensaje: \""puedo dirigir cualquier genero, no solo terror\"" Furious 7 esta repleta de secuencias épicas y con un gran homenaje a Paul Walker, sin duda alguna esta tenia que ser la ultima pelicula de la saga, porque sin Paul... bueno... ya no sera igual."" ]";1;3;1;2;0;0.0
dallas-buyers-club;9;JohnMasterL;/user/JohnMasterL;Jan  4, 2015;"[ ""Es una reflexión, una historia con el propósito de decir: todos merecemos vivir, luchar por nuestra vida, y nunca permitir que nos la quiten. Dallas Buyers Club es una historia cruda, fuerte y brutal sobre el VIH que a la vez la hace increíble, divertida y dramática. Jared Leto, McConaughey son increíbles, una de las mejores películas del 2013."" ]";0;0;0;0;0;0.0
the-wolf-of-wall-street;9;JohnMasterL;/user/JohnMasterL;Jan  4, 2015;"[ ""Una extraordinaria película, no era lo que esperaba, completamente cargada de humor negro, Martin Scorsese sigue cumpliendo las expectativas, a pesar de su duración de 3 horas, de verdad la sentirás muy corta, porque cada momento, cada segundo sucede algo que te atrapa y no te deja salir."", ""Si queremos hablar de las actuaciones, bien, aun no e visto Dallas Buyers Club, pero personalmente Leonardo DiCaprio se merece el oscar, su actuación es extraordinaria, creíble e increíble, posiblemente la mejor de toda su carrera."", ""la recomiendo amplia mente, veras una extraordinaria actuación de Leonardo DiCaprio, así como la de otros actores y sobre todo la épica dirección del maestro; Martín Scorsese"" ]";0;0;0;0;0;0.0
vhs2;9;JohnMasterL;/user/JohnMasterL;Feb 27, 2015;"[ ""El found footage jamas lo disfrute tan bien como esta pelicula, V/H/S/2 es mas brutal, mas grotesca, mas bizarra, mas violenta y mas divertida que V/H/S. De las mejores películas de Terror que e visto y sobre todo, de los mejores found footage que e visto en el cine de terror."" ]";1;1;1;0;0;0.0
the-amazing-spider-man;9;JohnMasterL;/user/JohnMasterL;Feb 27, 2015;[];0;0;0;0;0;0.0
shrek-2;9;JohnMasterL;/user/JohnMasterL;Jul 20, 2015;"[ ""Shrek 2 es una excelente secuela, no es tan perfecta como su primera parte, pero la historia es divertida, ofrece mas personajes y mas situaciones que tanto niños como adultos las disfrutaran. No es tan infantil como su primera parte, pero de todas formas Shrek 2 es una gran secuela y una buena película."" ]";0;0;0;0;0;0.0
pirates-of-the-caribbean-the-curse-of-the-black-pearl;9;JohnMasterL;/user/JohnMasterL;Feb 27, 2015;[];0;0;0;0;0;0.0
pirates-of-the-caribbean-dead-mans-chest;9;JohnMasterL;/user/JohnMasterL;Feb 27, 2015;[];0;0;0;0;0;0.0
spider-man;9;JohnMasterL;/user/JohnMasterL;Aug  6, 2015;"[ ""La primera parte de esta trilogía por Sam Raimi es excelente, pero no estupenda. El inicio de la trilogía de Spider-Man es emocionante, dramático e increíble. Tobey Maguire´s es estupendo (al igual que todo el elenco, sobre todo Willem Dafoe) Una de mis películas favoritas de mi infancia, pero sin duda alguna, no es la mejor de las 3 (Cof...Cof... Spider-Man 2...Cof... Cof)"" ]";0;0;0;0;0;0.0
amores-perros;9;JohnMasterL;/user/JohnMasterL;Oct 20, 2015;"[ ""Amores Perros es perfecta, una obra de culto increíble y visualmente espectacular y con una historia y unos personajes muy bien desarrollados, la obra maestra que le dio el reconocimiento mundial a Alejandro Gonzalez Iñarritu es perfecta, única y original. Es como Pulp Fiction, pero en México."" ]";0;0;0;0;0;0.0
a-little-princess;9;JohnMasterL;/user/JohnMasterL;Oct 20, 2015;[];0;0;0;0;0;0.0
the-hunger-games;9;JohnMasterL;/user/JohnMasterL;Mar  9, 2015;"[ ""The Hunger Games o \""Los Juegos del Hambre\"" es entretenimiento increíble, polémico e interesante. Después de ver que la trama era sobre un futuro Apocalipsis, donde todos los niños y adolescentes pelean a muerte en una arena de combate y al final solo uno puede sobrevivir; me intereso muchísimo y e de decir que cuando termine la pelicula, me quede con ganas de mas; tanto así que comencé a leer la trilogía. En términos de adaptación, es pasable, hay muchos cambios y muchos cortes, pero la cinta es objetiva, entretenida, llena de suspenso, violencia, critica política y Amor. The Hunger Games es sin duda un film brutal, con una critica fuerte hacia el gobierno."" ]";0;0;0;0;0;0.0
harry-potter-and-the-half-blood-prince;9;JohnMasterL;/user/JohnMasterL;May  4, 2015;"[ ""A pesar de que no tiene en gran parte, absolutamente nada que ver con el libro, The half blood prince es mejor que The Order of the Phoenix en todos los sentidos, la narrativa es superior y mucho mejor, a pesar de que no respeta el 100% de la historia original y de ser una historia oscura y dramática pase a ser una comedia romántica con toques de drama y suspenso, la historia funciona. Es entretenida, pero se queda corta en comparación con las primeras cuatro películas de la saga."" ]";0;0;0;0;0;0.0
war-horse;9;JohnMasterL;/user/JohnMasterL;Oct 20, 2015;"[ ""Spielberg sabe manejar perfectamente la acción y el drama en esta gran película. Una bella historia con muchos personajes bien desarrollados gracias a la estupenda dirección de Spielberg, no es su mejor película, pero es sin duda alguna una increíble película."" ]";0;0;0;0;0;0.0
harry-potter-and-the-deathly-hallows-part-i;9;JohnMasterL;/user/JohnMasterL;Jul 14, 2015;"[ ""A pesar de que \"" THE HALF-BLOOD PRINCE\"" ignora por completo la trama y las situaciones del libro original, David Yates hace una maravilla en \""The Deathly Hallows Part 1\"" no solo es de las mejores adaptaciones que podras ver en mucho tiempo, sino también regresa el estilo original y oscuro que Harry Potter tenia desde \""The Prisoner of Azkaban\"" y \""The Goblet of Fire\"" Divertida, oscura e increíble."" ]";0;0;0;0;0;0.0
12-years-a-slave;9;JohnMasterL;/user/JohnMasterL;Jan  4, 2015;"[ ""Steve McQueen a creado una obra de arte, a pesar de la intensa violencia, racismo, y varias brutalidades gráficas que acontecen en esta película, 12 Años de Esclavo es un logro cinematográfico, su crudo realismo te dejara sin aliento."", ""AUNQUE..... No me parece que se merecía el Oscar a mejor película, eso era para Gravedad de Alfonso Cuaron"" ]";0;0;0;0;0;0.0
the-hunger-games-catching-fire;9;JohnMasterL;/user/JohnMasterL;Mar  9, 2015;"[ ""THE HUNGER GAMES: CATCHING FIRE es de esas secuelas que son MUCHO mejor que su primera parte. Posiblemente fue por el cambio del Director: Francis Lawrence (anteriormente Gary Ross) porque en si la pelicula se siente diferente a su primera parte, se siente mas madura, mas oscura, mas fuerte y poderosa que THE HUNGER GAMES. Tengo que destacar que CATCHING FIRE es de las mejores adaptaciones literarias que e visto en los últimos años, respeta cada pagina del libro, tiene detalles distintos, pero estos no afectan en nada a la historia original. Las actuaciones, la dirección, los efectos y el guion son por mucho mejores que su antecesora, en esta segunda parte veras mas violencia, mas criticas hacia el gobierno, rebeliones, y sobre todo, una pelicula mas Adulta."" ]";0;0;0;0;0;0.0
the-hobbit-an-unexpected-journey;9;JohnMasterL;/user/JohnMasterL;Jan  4, 2015;"[ ""Peter Jackson regresa después de tantos años a la tierra media de una forma épica, espectacular y increíble. Visualmente es Perfecta, en todos los aspectos es magistral. Aunque no este al nivel de \""El Señor de Los Anillos\"" es y sera un clásico por siempre."" ]";0;0;0;0;0;0.0
nightcrawler;9;JohnMasterL;/user/JohnMasterL;Jul 20, 2015;"[ ""Un excelente Thriller que muestra la doble cara de la televisión y la comunicación, un hombre que busca el sueño americano y la superación a cualquier precio. Jake Gyllenhaal es tan brillante que simplemente olvidas que es Jake, se transforma completamente en Lou, un ladrón psicópata manipulador e inteligente. Nightcrawler es Solido, interesante, con una poderosa trama."" ]";0;0;0;0;0;0.0
kingsman-the-secret-service;9;JohnMasterL;/user/JohnMasterL;Mar  9, 2015;"[ ""Kingsman es de lejos, lo mejor que podrás ver dentro del genero de acción de este año (por el momento) es una perfecta e inteligente pelicula de acción que combina el espionaje de James Bond, la acción grotesca, bizarra, sangrienta y fantasiosa de Quentin Tarantino y con toques frescos de suspenso y comedia. Matthew Vaughn ya nos tiene acostumbrados a ver sus excelentes adaptaciones de cómic a cine (Kick Ass, X-Men First Class) Kingsman es una de esas, solo que con un estilo un poco diferente, pero fiel al cómic."" ]";0;0;0;0;0;0.0
avengers-age-of-ultron;9;JohnMasterL;/user/JohnMasterL;May  4, 2015;"[ ""Avengers: Age of Ultron es una buena pelicula, con grandes secuencias de acción, momentos totalmente épicos y un ambiente mas maduro y dramático. Aunque... el guion tiene sus fallas, hay secuencias totalmente flojas, y en algunas ocasiones se siente recortada, como si fuesen a sacar una versión extendida de la pelicula. En conclusión: Avengers 2 es pasable, pero puedo sentir una ligera decepción, esperaba algo mas, creo que el marketing (trailers, clips, spots) tuvieron la culpa."" ]";0;1;0;1;0;0.0
mission-impossible---rogue-nation;9;JohnMasterL;/user/JohnMasterL;Aug  5, 2015;"[ ""Rogue Nation no es tan divertida como Ghost Protocol, pero mantiene la esencia pura, clásica y única que solo Misión Imposible puede ofrecer. Al igual que Mad Max, esta quinta parte ofrece unas de las mejores secuencias de acción que podrás ver en este año y muchas de ellas con poco CGI (Aunque Mad Max sigue siendo el Rey de este año) Vuelvo a insistir, es excelente, divertida, emocionante, innovadora y adictiva, una de las mejores películas de este año, pero no supera a su antecesora: GHOST PROTOCOL"" ]";0;0;0;0;0;0.0
jurassic-world;9;JohnMasterL;/user/JohnMasterL;Jun 13, 2015;"[ ""Jurassic World es una gran sorpresa, fue mejor de lo que pensé. Esta parte (continuación, no remake) hace justicia y respeta los toques clásicos de la cinta original. Me atrevo a decir que Jurassic World es la mejor secuela de la saga, no es mejor que la pelicula original (Jurassic Park de 1993 por Steven Spierlberg) pero sin duda alguna es mucho mejor que sus secuelas: The Lost World - Jurassic Park (1997) y Jurassic Park III (2001). En Jurassic World te espera una buena dosis de acción y suspenso, cargado de efectos especiales y buenas actuaciones (aunque el guion sea algo flojo) por eso y mas Jurassic World es una gran secuela, divertida y llena de suspenso, garantizando una gran experiencia para las nuevas generaciones y para los fanáticos de corazón."" ]";1;9;1;8;0;0.0
interstellar;9;JohnMasterL;/user/JohnMasterL;Jan  4, 2015;"[ ""Nolan lo vuelve a hacer, un guion muy interesante, como siempre sutil, la trama es sin duda un \""viaje espacial\"" cargado de adrenalina con actuaciones increíbles, una banda sonora magistral, efectos muy buenos (bien usados) y sobre todo un guion excelente y como siempre una dirección espectacular."" ]";0;0;0;0;0;0.0
penguins-of-madagascar;8;Cherryxld;/user/Cherryxld;Apr 11, 2015;"[ ""The Penguins of Madagascar es una película que, digamos, hace un buen uso de sus características para dar un buen entretenimiento tanto a niños como adultos."", """", ""Esta película resulta ser un film atractivo que nos cuenta su historia de una manera bastante excéntrica y que, al fin y al cabo, ese excentrismo acaba siendo una buen elemento que la hace ser poco peculiar. Además, encaja muy bien los aspectos de su trama en el género familiar logrando ser atractiva., siendo así un film que se puede tomar a considerar en las noches de cine de familia."" ]";0;0;0;0;0;0.0
foxcatcher;8;Cherryxld;/user/Cherryxld;Apr 11, 2015;"[ ""Foxcatcher es un película dramática que no llega a resultar intensa, pero si logra llegar a resultar fascinante."", """", ""Esta película manipula de una forma bien lograda su atmósfera, alzando su disimulado atractivo que la hace ser más ingeniosa de lo que es. Aunque no llega a ser intensa, lo compensa siendo un buen drama que desarrolla su trama de una forma inteligente y optimista que logra ser interesante en algunos de los aspectos de este film que posee grandes actuaciones, en especial las de Mark Ruffalo y Steve Carrell, que ayudan a que su inteligente desarrollo tome un tono oscuro bastante satisfactorio."" ]";0;0;0;0;0;0.0
big-hero-6;8;Cherryxld;/user/Cherryxld;Mar 29, 2015;"[ ""Big Hero 6 es una película película de animación que resulta ser carismática, entretenida y con un personaje principal bastante gracioso y divertido."", """", ""Esta es una película de animación que logra ofrecer unos buenos efectos animados en una historia donde invade la ira, el rencor, el dolor y, quizá sobre todo, lo cómico. Sin dudas resulta ser bastante interesante en su trama y que quizá se pueda creer predecible pero en realidad no llega a serlo y así nos plasma en una ciudad donde se combina San Francisco con Tokyo ( San Fransokyo) y en donde nos cuenta de una manera eficaz y sobresaliente la historia de estos personajes en los que uno de ellos resalta: Baymax, que despega intrépidamente con su traje manteniendo un buen vuelo... al igual que la película."" ]";0;1;0;1;0;0.0
annabelle;8;Cherryxld;/user/Cherryxld;Apr 11, 2015;"[ ""Annabelle quizá no se convierta en la mejor película de terror del año (2014), pero no se puede negar que logra sacar unos buenos sustos."", """", ""Esta película nos muestra lo que es la historia de esta muñeca diabólica llamada Annabelle, y que si bien no resulta mejor que el film “El Conjuro” (del cual es una precuela y en donde también pudimos ver a esta muñeca), si la supera en un aspecto, y es que es más diabólica y satánica que esa. Si bien no resulta atractiva del todo, lo compensa con escenas de terror que cumplen con su objetivo: Dar miedo y mantener al público en un creciente suspenso., por tanto, es un largometraje de que entretiene y da buenas dosis de terror."" ]";0;0;0;0;0;0.0
mr-peabody-sherman;8;Cherryxld;/user/Cherryxld;Apr 11, 2015;"[ ""Mr. Peabody and Sherman es una película muy variada y entretenida que hace buen huso de los aspectos de su trama para el disfrute familiar."", """", ""Este es un largometraje  que nos traslada a una historia muy interesante que usa elementos variados en su complemento como las irregularidades del tiempo y aprovecharlos para buenos gags y chistes en su clímax que, al fin y al cabo resulta inteligentemente efectivo y sustancialmente astuto. Además, logra mantener un buen planteamiento en su atmósfera, y consigue ser un film de animación admirable y decente."" ]";0;1;0;1;0;0.0
